名称,地址,经纬度,电话,省份,城市,区县
金棕榈(融侨中心店),江滨西大道100号融侨中心4楼4011,"119.277592,26.060448",0591-87666556,福建省,福州市,台江区
诣格造型(ICC升龙环球中心店),长汀街23号ICC升龙环球中心F2层,"119.285575,26.058325",0591-87063800,福建省,福州市,台江区
叁仟先生男士理发(苏宁店),工业路233号福州苏宁广场A区1号门2楼,"119.286838,26.061870",15359181608,福建省,福州市,台江区
壹发(台江万达店),金融街万达金街1F135号,"119.343238,26.053547",0591-87571636,福建省,福州市,台江区
蓝调造型(海润店),江滨中大道378号海润花园51座1层16店面,"119.348525,26.052375",17758957605,福建省,福州市,台江区
唐风采·高端假发定制(福州店),曙光路金融街申发大厦8楼809室,"119.340762,26.052640",18060687769,福建省,福州市,台江区
斑斓色彩沙龙(金融街万达店),鳌峰街道鳌峰路8号万达广场(福州金融街店)三楼,"119.343075,26.051725",0591-83590881;18050226165,福建省,福州市,台江区
DI JIA Hair Salon(宝龙店),"工业路193号宝龙广场(福州台江店)L2层(3号门进入直行20m,扶梯上到L2可见)","119.292600,26.061902",18850770045,福建省,福州市,台江区
HOLA SALON(富力中心店),祥坂街富力中心B区B3栋1816,"119.278080,26.061333",18850379417,福建省,福州市,台江区
MOCCI慕紫·烫发·染发(榕发·悦动广场店),鳌头路与东滨路交叉口西北140米榕发悦动广场F1-S18,"119.356961,26.047742",15108222350,福建省,福州市,台江区
蓝调造型(八中店),洋中街道铺前顶路19号(福州八中旁),"119.305617,26.059823",18350070132,福建省,福州市,台江区
亚木烫发染发Yamu Style(颐景园店),长寿路25号颐景园一区,"119.296260,26.050953",13960971681,福建省,福州市,台江区
美承尔美发店(万象九宜城店),西环中路691号万象九宜城二楼J08,"119.290034,26.064935",0591-83723332,福建省,福州市,台江区
MOCCI慕紫·烫发·染发(台江万达店),鳌江路台江万达1号门一层肯德基边上A栋写字楼出口处,"119.343649,26.052937",18060791292,福建省,福州市,台江区
叁仟先生男士理发(台江万达富闽店),鏊峰街道鏊峰路62号富闽恒升中心项目内3号楼1层02.19号铺,"119.343229,26.055104",15359181608,福建省,福州市,台江区
MOCCI慕紫·烫发·染发(融侨中心店),宁化街道江滨西大道100号融侨中心商业3层3002,"119.277475,26.059925",19264978391,福建省,福州市,台江区
美可造型(中央第五街店),工业路360号中央第五街1号楼22楼2212,"119.292490,26.063479",15806008270,福建省,福州市,台江区
ONE·烫发日记·法式卷·造型烫·烫发专门店(宝龙店),浦东路18号朗庭二期一楼18-9,"119.300418,26.060317",18150790107,福建省,福州市,台江区
NINESTUDIO,青年横路与中平路交叉口南120米,"119.308022,26.049314",18359162443,福建省,福州市,台江区
MOCCI慕紫·烫发·染发(宝龙城市广场南区店),宁化街道工业路193号宝龙广场4层47号,"119.292025,26.061575",18150790215,福建省,福州市,台江区
8cm无痕专业接发(宝龙万象店),上海街道工业路360号中央第五街1号楼1423室,"119.292502,26.063478",13015716683,福建省,福州市,台江区
艾丝造型(新港街店),五一南路189号金色维也纳C区,"119.317329,26.058788",18050217820,福建省,福州市,台江区
引领时尚following style,宝龙广场3楼61号引领时尚following style宝龙2号门上手扶梯50米左右靠近kfc珍妮,"119.291425,26.061675",15959108153,福建省,福州市,台江区
秀发(中央第五街店),中央第五街1号楼1818(宝龙城市广场对面麦当劳旁边),"119.292529,26.063474",18259170219,福建省,福州市,台江区
精彩造型(苍霞新城嘉华苑店),苍霞新城嘉华园240号,"119.304744,26.048793",18695721975,福建省,福州市,台江区
SMP缜密纹发中心(福州店),长汀街10号天璟商务中心15楼1502,"119.287296,26.060716",0591-86216626,福建省,福州市,台江区
SO HAIR(台江万达店),鳌峰街道鳌江路8号福州金融街万达广场二期C1-C4连接体1层95号商铺,"119.342075,26.052625",0591-83300051;18559896557,福建省,福州市,台江区
叁仟先生男士理发(文化宫群升汇店),洋中街道八一七中路760号群升国际二期E地块E2楼1层01商城15-01,"119.305075,26.058725",15359181608,福建省,福州市,台江区
张国潮男士理发馆(宝龙店),宝龙广场商场3号门扶梯上3层(扶梯口),"119.292507,26.061848",18250318390,福建省,福州市,台江区
IN HOPE(漂亮人生澜悦店),瀛洲街道瀛福路南侧万科澜悦花园三区C-S6号楼1层17,"119.328050,26.057432",0591-87326329,福建省,福州市,台江区
S33·SALON(三迪中心希尔湾店),三迪中心希尔湾商场3层,"119.285375,26.056425",15960008110,福建省,福州市,台江区
KDsalon(福州苏宁广场B区店),祥坂街长汀街10号天璟商务中心715室,"119.287239,26.060691",19905912370,福建省,福州市,台江区
咔咔(中亭街店),八一七中路774号,"119.305211,26.057776",18559872590,福建省,福州市,台江区
迪可造型美发连锁机构(双杭店),学军路融信双杭城mini墅2号楼10号店面,"119.302780,26.055144",15205009790,福建省,福州市,台江区
午后美发,福能海峡口腔医院西门旁,"119.312161,26.068833",15605917489,福建省,福州市,台江区
漂亮人生美发(群众路店),茶亭街道群众路53号福德裕苑1号楼1层12店面,"119.308441,26.068895",0591-83577672;13489137802,福建省,福州市,台江区
A380造型(达道店),后洲街道达江路8号君临天华D区13栋80号店铺,"119.310380,26.054948",13635282925,福建省,福州市,台江区
妍悦造型金牌烫染设计(苏宁广场店),苏宁广场C区二层207(祥坂地铁站D东北口步行80米),"119.286475,26.060475",[],福建省,福州市,台江区
iHair Prive·发型高级定制,鳌峰街道鳌峰路8号万达广场A1公寓23层2305室,"119.343645,26.052982",[],福建省,福州市,台江区
杜莎美业(台江万达旗舰店),金融街1层128号,"119.341771,26.051483",0591-83630373,福建省,福州市,台江区
MR名人造型(汇福大厦店),群众路198号汇福大厦F1层,"119.309989,26.069492",15960005239;18350182731,福建省,福州市,台江区
ONESELF·美发沙龙(福晟·钱隆天下店),福晟·钱隆天下,"119.312925,26.062225",15302500465;18144032765,福建省,福州市,台江区
大头小余·烫发染发造型店(大头小余造型店宝龙店),"工业路193号宝龙广场(福州台江店)L3层(7号门进入直行40m,扶梯上到L3可见)","119.291339,26.061612",15959008821,福建省,福州市,台江区
慕紫美业宝龙旗舰店,"工业路193号宝龙广场(福州台江店)L4层(6号门进入直行30m,扶梯上到L4可见)","119.291996,26.061539",0591-83801791,福建省,福州市,台江区
钱隆发型(钱隆店),五一南路28号2栋26-号店面,"119.312971,26.061963",18060646477,福建省,福州市,台江区
发空间,工业路360号中央第五街,"119.292456,26.063498",0591-28351151,福建省,福州市,台江区
美遇·专业烫染(台江万达金街店),鳌江路6号台江金街2层219室,"119.342991,26.053695",15345008868,福建省,福州市,台江区
VanGu梵古(中防万宝店),万象城蘑菇云中防万宝城B1北环街4号,"119.289987,26.063304",17759075766,福建省,福州市,台江区
蓝咔美发工作室设计(宁化店),宁化街道祥坂路51号温馨家园1号楼13号店,"119.284550,26.062115",13850123287,福建省,福州市,台江区
禾良形象(君临闽江店),君临闽江6座一层03店面,"119.322890,26.054040",18659166891,福建省,福州市,台江区
铭发郎发型直营连锁(台江阳光城悠澜郡店),阳光城悠澜郡一区2号门旁,"119.329298,26.057735",18159181535,福建省,福州市,台江区
美技造型(群升店),八一七中路758-2号,"119.305200,26.059058",18105036861,福建省,福州市,台江区
V style潮色接发(宝龙广场二),工业路宝龙城市广场2楼125号(5号6号直梯旁内广场舞台旁),"119.291774,26.061185",13799400224,福建省,福州市,台江区
台江星创元造型(群升国际A区店),群升国际A区(达道地铁站A口步行330米),"119.307998,26.056149",13774515568;15060038722,福建省,福州市,台江区
花漫造型(汇福大厦店),群众路198号汇福大厦F1层,"119.310013,26.069512",18850484446,福建省,福州市,台江区
丽丽美容美发会所(君临天华A区店),君临天华A区74号,"119.312799,26.052553",0591-83261598;13950295592,福建省,福州市,台江区
泓源优品补发(富力中心C2栋店),宁化街道上浦路67号富力中心C2栋1907室,"119.279737,26.060633",13055725526;13055726757,福建省,福州市,台江区
NOCAP Barbershop男士理发店,洋中街道洋中路299号融信双杭城MINI墅3号楼2楼,"119.303325,26.055625",18850398773,福建省,福州市,台江区
AK造型(茶亭国际店),八一七中路茶亭国际12层1207,"119.305440,26.068365",15806087298,福建省,福州市,台江区
93M国潮男士(宝龙店),宝龙城市广场2楼131-132店面,"119.291690,26.061511",17720780067,福建省,福州市,台江区
A+快剪(达道店)·达道地铁站内,广达路与达道路交叉口北20米,"119.309794,26.057252",15005915661,福建省,福州市,台江区
柚子发舍(群升白马郡B区店),浦东路12-24号,"119.298269,26.060307",15959017142,福建省,福州市,台江区
台江区优丝美界理发店,中央第五街1号楼外围瑞幸咖啡旁边,"119.292315,26.063590",13763851181,福建省,福州市,台江区
玛雅美发店,宁化路3-4号(宁化地铁站C南口步行200米),"119.293428,26.060371",15880466446,福建省,福州市,台江区
福州范美特接发工厂店,宁化街道工业路宝龙城市广场2层124号,"119.291725,26.061125",13799400224,福建省,福州市,台江区
Cos Hair·造型,广达路191号(茶亭地铁站D东南口步行380米),"119.307694,26.067325",15960005239,福建省,福州市,台江区
轻术造型(海润店),鳌中路4号,"119.349039,26.052052",[],福建省,福州市,台江区
花野慕美发工作室(祥坂店),祥坂路西滨好美佳7栋01号店面,"119.283487,26.061926",13225910003,福建省,福州市,台江区
缪丝造型(状元店),状元街99号汇福花园5号楼1层3店,"119.316148,26.067432",18059006667,福建省,福州市,台江区
Monna蒙纳·私人发型定制(心家泊店),长寿之路2号,"119.296248,26.048552",13655066705,福建省,福州市,台江区
风格造型,浦尾巷82号,"119.308575,26.066775",18606098986,福建省,福州市,台江区
古北造型(中亭街店),后洲街道透龙街29号(达道地铁站C西南口步行260米),"119.310396,26.054475",18656384876,福建省,福州市,台江区
IN Hair工作室,上海街道工业路360-9号中央第五街1号楼420室,"119.292535,26.063524",18506007697,福建省,福州市,台江区
淇淇专业烫染店(祖庙后弄店),群众路祖庙后巷(茶亭地铁站A东北口步行200米),"119.305721,26.070030",15080005492,福建省,福州市,台江区
江小仙女的私人订制美妆造型,洋中路299号融信双杭城Mini墅3号楼816室,"119.303461,26.055695",15059281877;15960196696,福建省,福州市,台江区
华尚造型(万达广场店),鳌峰路8号万达广场福州金融街店1F层,"119.343215,26.053709",0591-87480596;13635290119,福建省,福州市,台江区
九月造型(中央第五街店),怡园支路中茵名仕花城5号楼,"119.292255,26.064451",15259827950,福建省,福州市,台江区
金玉美发店,鳌光路亚峰小区16号楼下,"119.343290,26.058752",13600817390,福建省,福州市,台江区
Solo Hair概念设计(西二环中路店),荷泽小区,"119.288526,26.065167",15060004430;15859019041,福建省,福州市,台江区
尊艺社匠心剪艺,宁化街道福机新苑新兴横巷169店面,"119.291998,26.055095",13605955932,福建省,福州市,台江区
BELLAIRE贝莱尔沙龙(金域国际店),瀛福路46-42号,"119.327331,26.057934",14759702225,福建省,福州市,台江区
发界造型(中茵·名仕花城店),交通西路33-22号(宁化地铁站B西口步行340米),"119.291624,26.065307",18616796657,福建省,福州市,台江区
颜佪美发沙龙,富力中心B区,"119.277562,26.061222",[],福建省,福州市,台江区
米斯李Hairsalon烫发染发(宝龙店),工业路193号宝龙广场福州台江店L1层,"119.292636,26.060929",[],福建省,福州市,台江区
618造型(茶亭国际写字楼店),群众路茶亭国际6楼612室(茶亭地铁站D东南口旁),"119.305286,26.068696",13163882263,福建省,福州市,台江区
铭发郎美发连锁(台江茂泰大厦店),五一南路2号茂泰世纪大厦,"119.312055,26.063469",[],福建省,福州市,台江区
小童星儿童理发(福州台江店),西环中路691号万象九宜城B1层,"119.290325,26.064775",[],福建省,福州市,台江区
瑞美时尚沙龙(鳌峰店),鳌峰路海润滨江46栋07店面,"119.345991,26.053007",15959085962,福建省,福州市,台江区
铭宣造型(君临天华B组团店),中亭街君临天华6号楼27号,"119.311682,26.053761",[],福建省,福州市,台江区
A+快剪(鳌峰洲店),地铁4号线鳌峰洲地铁站A口(地铁站内),"119.344925,26.055375",15005915661,福建省,福州市,台江区
合一美容美发连锁(阳光悠澜郡店),瀛福路35号阳光城悠澜郡(二区)7号楼03店面,"119.328508,26.056074",15280028565,福建省,福州市,台江区
经典造型(宁化店),宁化支路18号,"119.296546,26.057031",15280068343,福建省,福州市,台江区
芊佰度美容美发形象设计(翠堤苑店),榕信东苑南区,"119.340789,26.058743",13950304312,福建省,福州市,台江区
发元素·美发沙龙(双杭店),澜园5号016,"119.302469,26.056821",17850879232,福建省,福州市,台江区
艾简造型,六一中路275号武夷嘉园2幢1层08号,"119.320647,26.063315",13696800006,福建省,福州市,台江区
甄维康白发脱发修护中心(宝龙店),工业路193号宝龙广场福州台江店L4层,"119.291775,26.061575",18649803918,福建省,福州市,台江区
趋势造型(新权店),茶亭街道高桥支路6号华信花园4号5号楼105,"119.309805,26.071285",13489033016,福建省,福州市,台江区
皇冠亲理儿童美发(万象九宜城店),西环中路691号万象九宜城3F层354,"119.290469,26.064820",0591-87525630,福建省,福州市,台江区
凡高HAIR SALON(融信双杭城沁园店),融信双杭城沁园2栋,"119.301638,26.057411",15750893557,福建省,福州市,台江区
意流美发连锁机构,上杭路46号,"119.306749,26.055026",15005992956,福建省,福州市,台江区
动感造型坊(高桥阳光新村店),高桥支路13-5号,"119.311022,26.071761",15980207959,福建省,福州市,台江区
发缘未了造型机构(义洲新区长寿园店),长寿路20号义洲新区9号楼1层02店面,"119.295799,26.051127",13605957256,福建省,福州市,台江区
合一美容美发连锁(海润滨江店),鳌峰路451号(鳌峰洲地铁站D东南口步行370米),"119.347479,26.052556",15280028565,福建省,福州市,台江区
美技造型(双杭城店),双杭城mini墅洋中路307号瑞辛咖啡旁,"119.302850,26.055389",[],福建省,福州市,台江区
DLM专业接发(宝龙店),宁化街道工业路193号宝龙广场B幢9楼505,"119.290890,26.060960",15126165962,福建省,福州市,台江区
领域美发工作室,河口东里75号,"119.309243,26.062685",[],福建省,福州市,台江区
发起点形象沙龙(乃裳园南区店),帮洲新区同德路68号乃裳园11号1层11-2店,"119.299496,26.049511",18750760818,福建省,福州市,台江区
iD造型(广达店),广发路药王巷25号(达道地铁站A口步行290米),"119.307877,26.058861",18516194287,福建省,福州市,台江区
圣罗兰造型(红日花园店),国货路鲤鱼巷5-红日花园3座,"119.311693,26.062157",13860637802,福建省,福州市,台江区
随影造型(河下店),乃裳园西南门旁,"119.298315,26.050867",13860671305,福建省,福州市,台江区
丝爱造型(龙庭路店),五一中路61-8,"119.312987,26.072162",15060030399,福建省,福州市,台江区
秀江南美发(武夷嘉园店),六一中路武夷嘉园277号(南公园地铁站D口步行60米),"119.320726,26.063321",[],福建省,福州市,台江区
发爵造型机构(祖庙路店),祖庙路13(茶亭地铁站A东北口步行270米),"119.306632,26.070095",0591-83227747;13685049909,福建省,福州市,台江区
摩登造型(水岸华庭店),鳌兴路283号水岸华庭20座2,"119.359525,26.053568",13860606163,福建省,福州市,台江区
拾缘快剪(宁化店),红旗大厦,"119.296899,26.056774",[],福建省,福州市,台江区
拾缘快剪(西洋店),西洋路48-3号(西洋地铁站B西口步行230米),"119.295264,26.069837",[],福建省,福州市,台江区
新舒丽造型机构(台江区鼓楼区龙庭路),龙庭路37号,"119.313258,26.072073",0591-83313837,福建省,福州市,台江区
ANDY唯美时尚造型(长寿店),长寿路上游巷号13-01,"119.294326,26.051561",13763810345,福建省,福州市,台江区
奥利斯时尚造型(荷泽小区店),菏泽小区六座,"119.288570,26.065179",13706985832;15060439051,福建省,福州市,台江区
靓仔发型定制(河下街锦标园店),义洲街道锦标路18号,"119.296039,26.053197",15659735558,福建省,福州市,台江区
ABP Hair Salon染发·接发·造型(富力中心店),宁化街道富力中心B3栋2205单元,"119.277971,26.061340",13328693529,福建省,福州市,台江区
芊序美学造型,洋中路299号融信双杭城Mini墅3号楼1020,"119.303353,26.055471",[],福建省,福州市,台江区
摩登烫染造型(宝龙城市广场店),工业路193号宝龙城市广场3L-42号,"119.291127,26.061797",[],福建省,福州市,台江区
V+快剪(安淡店),洋中街道国货西路87号福楼1号,"119.309528,26.063504",[],福建省,福州市,台江区
鑫鑫美发店(福光南路店),福光南路379号武夷绿洲14号楼1层07店面,"119.356244,26.055750",18659199119,福建省,福州市,台江区
格调美发(怡丰小区店),学军路39号怡丰小区,"119.306532,26.054891",[],福建省,福州市,台江区
名访精剪烫染专业沙龙(颐景园二区店),颐景园二区1号楼,"119.298117,26.050956",[],福建省,福州市,台江区
定点造型(福机新苑店),宁化街道福机新苑5号1层06号店面,"119.291396,26.055123",13306918780,福建省,福州市,台江区
慕紫造型(宁化优享店),宁化支路2号(保兴社区南门旁),"119.295784,26.056996",13105990435,福建省,福州市,台江区
FCS台湾快剪,群众路110号(茶亭地铁站A东北口步行140米),"119.306172,26.069340",13685040703,福建省,福州市,台江区
A PLUS·A+美发沙龙,宁化街道工业路193号宝龙城市广场三楼52-54号,"119.291310,26.061719",15960110608,福建省,福州市,台江区
浅味发艺,仁德路双福花园12号15号铺,"119.304761,26.071771",13850111004,福建省,福州市,台江区
浪波湾(亚峰小区店),曙光路13号亚峰小区21号楼,"119.342675,26.058370",[],福建省,福州市,台江区
翔子造型(新港苑店),新港街道五一南路189号启富花园8号楼5店面,"119.317622,26.058866",13559946723;13559949723,福建省,福州市,台江区
泰库美发沙龙(台江万达店),榕信东苑6号楼01店铺,"119.340568,26.059014",15080035447,福建省,福州市,台江区
潮匠·7사고급살롱·高桥发型设计(宝龙广场店),宁化街道工业路193号宝龙广场(福州台江店)3号门2楼,"119.292625,26.061775",[],福建省,福州市,台江区
介里是家理发店,八一七中路499号(茶亭地铁站D东南口旁),"119.304968,26.068327",15880169202,福建省,福州市,台江区
首赞臣古方头疗(河下街店),河下街81号,"119.297395,26.051110",15592347687,福建省,福州市,台江区
康臣一品生发乌发养生(宝龙店),浦西路131号博奥城2号楼6号店,"119.294761,26.059366",0591-83806309,福建省,福州市,台江区
丝沐造型(博美诗邦店),博美诗邦6号楼1层7号,"119.300778,26.063982",13023889686,福建省,福州市,台江区
栉沐发型工作室,富力中心B区,"119.278075,26.061275",[],福建省,福州市,台江区
姐妹理发店(荷塘路店),荷塘路50号(西洋地铁站B西口步行330米),"119.297353,26.069017",13600899094,福建省,福州市,台江区
顶尚美发店(西滨好美家店),祥坂路46号西滨好美家7幢,"119.283413,26.061887",15280015697,福建省,福州市,台江区
合一美容美发连锁(阳光凡尔赛宫店),水晶花园8号楼02店铺,"119.347356,26.057051",15259773084,福建省,福州市,台江区
VS沙宣造型全国连锁(大利嘉店),大利嘉城写字楼D区9层913室,"119.313184,26.067603",13609503723;15859193598,福建省,福州市,台江区
ABC hair美发私人订制(三保园店),三保直街3号店铺,"119.300552,26.048967",13252168837,福建省,福州市,台江区
千代造型,广达路395号13双丰新村,"119.309348,26.059281",18506007268,福建省,福州市,台江区
新潮美发旗舰店(长乐南路店),长乐南路7-18号,"119.331303,26.054870",18960809357,福建省,福州市,台江区
阿胜造型(群众东路店),群众东路状元楼35-4,"119.313352,26.069343",18705919313,福建省,福州市,台江区
新发线造型(西洋路店),西洋路40-1号(西洋地铁站B西口步行200米),"119.295425,26.070125",18695736757,福建省,福州市,台江区
一飞美业(美博城店),六一中路382号美博城一楼158号,"119.319884,26.060005",15510895927,福建省,福州市,台江区
型巢时尚美发(武夷绿洲西区店),福光南路武夷绿洲379号15座06店面,"119.356443,26.055955",13290748115,福建省,福州市,台江区
平价快剪,上海街道交通路23-7店面,"119.301340,26.066667",15959133442,福建省,福州市,台江区
VV造型(金色维也纳B区店),五一南路189-32号,"119.317144,26.058983",18960788580,福建省,福州市,台江区
莱卡造型(奋斗里店),元兴小区奋斗里77号,"119.300291,26.058917",13282001633,福建省,福州市,台江区
POP美容美发(安平小区店),新玉环路81-4号,"119.313913,26.053169",18950330010,福建省,福州市,台江区
美约美发(宝龙广场店),宁化街道工业路193号宝龙城市广场3楼40,"119.291852,26.062105",15060100218,福建省,福州市,台江区
银剪美业,交通路37-4号,"119.298358,26.066575",18106071668,福建省,福州市,台江区
悦剪坊,浦尾巷43号店面,"119.308619,26.067669",13655075028,福建省,福州市,台江区
丝镁造型,交通西路33-48(宁化地铁站B西口步行290米),"119.292085,26.064446",15005000719,福建省,福州市,台江区
小章理发屋,群众东路89−6,"119.315992,26.069334",18396541485,福建省,福州市,台江区
美芳美发店(交通花园梦茵园店),交通路红庆里8号交通花园梦茵园,"119.300337,26.066123",13123166864,福建省,福州市,台江区
云顶之艺造型设计(苍霞新城嘉盛苑南区店),南园路86号,"119.305267,26.047563",17605915680,福建省,福州市,台江区
丝曼形象设计,鳌峰路255号海润滨江46栋04店面,"119.346028,26.052995",13110881025,福建省,福州市,台江区
爱上快剪,中亭街中亭街G区利民苑1栋,"119.309380,26.055256",18350078809,福建省,福州市,台江区
艾尚造型(瀛福小区店),环河路与瀛洲路交叉口北80米,"119.316101,26.054667",13959106945,福建省,福州市,台江区
米兰造型(侨信公寓店),连江中路247号侨信公寓20号店,"119.336427,26.058219",13067258198;18850423661,福建省,福州市,台江区
后玖造型,铺前顶路19号菁菁园景公寓二区,"119.306237,26.060690",18150051979,福建省,福州市,台江区
史泰龙发型屋(嘉澄小区店),和平路与安庆横里交叉口西北100米,"119.312993,26.056251",13405959608,福建省,福州市,台江区
拾缘快剪(同德路店),同德路32号,"119.300255,26.049501",[],福建省,福州市,台江区
宾森美发工作室,广达路155号(茶亭地铁站D东南口步行330米),"119.307558,26.068036",15715025880,福建省,福州市,台江区
金频果(福州六一国际童装城店),六一中路利伟大厦六一国际童装城1号楼5号店面,"119.320073,26.054557",13599395406,福建省,福州市,台江区
剪艺(苍霞新城嘉华苑店),中平路210号,"119.305577,26.049151",15959022583,福建省,福州市,台江区
美悦沙龙(福州台江区),万科金域国际城市中心S1号楼02店面,"119.328045,26.059621",0591-28022268,福建省,福州市,台江区
缘星梦发型机构(锦标园店),河下街锦标路30号,"119.296345,26.053254",13950496109,福建省,福州市,台江区
发尖美发沙龙(宝龙广场福州店B幢店),工业路193号宝龙广场(福州台江店)L3层,"119.291335,26.061751",13489990414,福建省,福州市,台江区
零度造型(万科金融港5号楼店),鳌峰街道万科金融港5号楼125,"119.362789,26.044969",18649793119,福建省,福州市,台江区
芊艺美容美发(武夷绿洲东区店),武夷绿洲东区西南门旁,"119.358856,26.054430",15980736485,福建省,福州市,台江区
小和美发店,乃裳园东北2门旁,"119.299276,26.051006",18259173790,福建省,福州市,台江区
阿宝理发店(工业路店),工业路118号东辉花园,"119.302656,26.063417",13509394751,福建省,福州市,台江区
懂你·造型,洋中路299号融信双杭城Mini墅3号楼1511,"119.303494,26.055663",[],福建省,福州市,台江区
AD快剪(红庆店),红庆路21-3,"119.301744,26.063928",15060421828,福建省,福州市,台江区
发时尚(中庚·书香大第店),白马中路126号中庚·书香大第南区8幢,"119.295478,26.063862",0591-82379287;13905926667,福建省,福州市,台江区
飞飞美发(南台商贸中心店),尾垱街23号南台商贸中心,"119.319775,26.055475",15659990978,福建省,福州市,台江区
帝辰造型(榕江新天地店),鳌峰街道光明路2号榕江新天地,"119.339363,26.056371",18750166468,福建省,福州市,台江区
浩宇美业(祥安花园店),国货东路78-4号,"119.322242,26.067132",15750860321,福建省,福州市,台江区
觅思miss hair salon(宝龙店),"工业路193号宝龙广场(福州台江店)L3层(3号门进入直行20m,扶梯上到L3可见)","119.292510,26.061937",13599040474;18664570080,福建省,福州市,台江区
Vinci美妆造型工作室(富力中心店),富力中心B2栋402,"119.277536,26.061767",13167336233,福建省,福州市,台江区
楠妞高级私人定制美妆工作室(文华富邑大楼店),五一南路311号文华富邑大楼F36层,"119.314891,26.054145",13799376009,福建省,福州市,台江区
雾界·美甲美睫工作室,洋中路299号融信双杭城Mini墅1号楼1106,"119.303220,26.055718",[],福建省,福州市,台江区
Miro·米洛美甲美睫工作室,富力中心B区,"119.277947,26.061196",[],福建省,福州市,台江区
艾紫工作室,洋中路299号融信双杭城MINI墅1号楼1418,"119.302954,26.055851",19523136165,福建省,福州市,台江区
手艺人美发店,达江路君临天华C区10号楼8-91,"119.311263,26.054378",15880054323,福建省,福州市,台江区
OC快剪(白马中路店),上海街道交通路173号白马河公寓,"119.294274,26.065531",[],福建省,福州市,台江区
免费理发,玉环路1号君临天华A组团,"119.311825,26.053025",[],福建省,福州市,台江区
大众造型,群众东路99号元一温泉花园,"119.318625,26.068075",[],福建省,福州市,台江区
藤野造型(福州中骏世界城店),中骏世界城步行街二楼A246A245,"119.321478,26.032771",15820329520,福建省,福州市,仓山区
期五新生代男士发型仓山万达店,仓山万达广场B区36号店铺,"119.273658,26.036797",18050783063,福建省,福州市,仓山区
HOME HAIR合木(乐堤港玫瑰天街店),远洋德呈乐堤港玫瑰天街红星国际3号商业楼1层38商铺,"119.278790,26.040280",[],福建省,福州市,仓山区
MOCCI慕紫·烫发·染发(仓山万达店),万达广场4号门出口对面B1区,"119.273313,26.036565",15159719272,福建省,福州市,仓山区
智慧沙龙Colour Opal(仓山万达旗舰店),浦上大道276号万达广场A区福州仓山万达广场店F1层,"119.272233,26.035533",15980268800,福建省,福州市,仓山区
藤野造型(远洋德呈乐堤港店),远洋德呈乐堤港玫瑰天街2层204,"119.279095,26.039936",18050229776,福建省,福州市,仓山区
93m国潮男士(仓山万达店),金山街道浦上大道272号仓山万达广场A区1层235商铺,"119.274611,26.037085",13305003802,福建省,福州市,仓山区
圣安娜(江南水都店),闽江大道197号江南水都综合楼2层,"119.280707,26.042132",0591-87579889,福建省,福州市,仓山区
MOCCI慕紫·烫发·染发(中骏世界城店),中骏世界城(金街2层)10号门出口处,"119.321925,26.032125",15392389517,福建省,福州市,仓山区
叁仟先生男士理发(金山万科里店),金山街道金康路160号金山万科里B1-34铺位,"119.261243,26.039440",15980291598,福建省,福州市,仓山区
阿国大叔美发沙龙(仓山万达广场SOHO区C2号楼店),浦上大道274号仓山万达广场SOHO区C2五楼,"119.276410,26.037350",13625021895;13960783447,福建省,福州市,仓山区
六景c造型馆,浦上大道274号万达广场C区C2楼1526(红星美凯龙旁),"119.276481,26.037296",18649831179,福建省,福州市,仓山区
蓝调造型(阳光店),建新镇盘屿路3号奥体阳光花园二期1层19-01,"119.278225,26.018475",18005018609,福建省,福州市,仓山区
立型男士国潮理发馆(仓山万达店),亭头路253-49(浦上大道地铁站A北口步行410米),"119.274321,26.037241",15880077583,福建省,福州市,仓山区
MOCCI慕紫·烫发·染发(世纪金源店),潘墩路188号闽江世纪金源购物中心2门中庭2层海底捞对面,"119.358097,26.022938",18054937226,福建省,福州市,仓山区
GT私人订制·专业烫染接发(仓山万达店),浦上大道仓山万达SOHO区C3-8楼825,"119.276296,26.037641",15980210360,福建省,福州市,仓山区
优剪美发店(工农路店),下渡街道工农路23-20号福圆苑东区10座,"119.325128,26.042775",18850131887,福建省,福州市,仓山区
XY hair salon,金达路130号大榕树创意园3号楼1楼1011号,"119.262161,26.056782",15859014632,福建省,福州市,仓山区
蓝调造型(对湖店),嘉年华花园学生公寓西门旁,"119.314455,26.033228",0591-87442855,福建省,福州市,仓山区
叁仟先生男士理发(远洋德呈乐堤港店),闽江大道远洋德呈乐堤港1层,"119.278875,26.041575",15980291598,福建省,福州市,仓山区
MI HAIR(爱琴海店),浦上大道198号福州远洋德呈乐堤港2层,"119.279419,26.040268",0591-83741006,福建省,福州市,仓山区
VVsalon接发烫染连锁(仓山万达店),亭头路253-45号万达二区店面,"119.274189,26.037156",18250486899,福建省,福州市,仓山区
叁仟先生男士理发(金城湾广场店),金山街道花溪中路32号金城湾广场1层1028商铺,"119.244689,26.049688",15359181608,福建省,福州市,仓山区
轻术造型(金祥店),金祥路527号春晓苑20号楼06号,"119.254331,26.047322",[],福建省,福州市,仓山区
蓝调造型(农林大学店),建新镇上下店路102号农林大学东方学院(农林大学劳光综合楼旁),"119.248207,26.081952",0591-88204982,福建省,福州市,仓山区
GEGE假发(乐堤港店),乐堤港购物中心1号门2层电梯口,"119.279627,26.040032",15896742223,福建省,福州市,仓山区
