名称,地址,经纬度,电话,省份,城市,区县
审美美发,海林镇海林林业局第三中学斜对面,"129.387683,44.580639",[],黑龙江省,牡丹江市,海林市
小雪美发(和平街店),和平小区南区,"129.384659,44.574096",[],黑龙江省,牡丹江市,海林市
小叶发艺,中共长汀镇委员会西南侧60米,"128.913754,44.477939",[],黑龙江省,牡丹江市,海林市
海林狮子座美甲店,休闲家园中心区29委1-1C02,"129.387631,44.576105",[],黑龙江省,牡丹江市,海林市
领秀发型设计,柴河镇柴河林业局林苑二区楼下,"129.689038,44.760988",[],黑龙江省,牡丹江市,海林市
中心发廊,友谊路步行街,"129.688375,44.763825",13208430883,黑龙江省,牡丹江市,海林市
丽施美发,X083山市派出所西侧约60米,"129.101669,44.578550",[],黑龙江省,牡丹江市,海林市
发彩理发,福楼浴池东南侧80米,"129.103290,44.577800",[],黑龙江省,牡丹江市,海林市
情丝专业发型设计室,海烟路468号丽海花园,"129.398075,44.581675",[],黑龙江省,牡丹江市,海林市
鑫点发艺,海浪路与前进街交叉口南420米,"129.392425,44.563725",[],黑龙江省,牡丹江市,海林市
创迎美容美发,030乡道与083县道交叉口西420米,"129.110875,44.452125",[],黑龙江省,牡丹江市,海林市
纤丝发艺,馨怡嘉园二期,"129.394725,44.576575",[],黑龙江省,牡丹江市,海林市
众创美业,和平街与富强路交叉口西20米,"129.390425,44.572525",[],黑龙江省,牡丹江市,海林市
德平美发,海烟路468号丽海花园,"129.398090,44.583330",[],黑龙江省,牡丹江市,海林市
婉美烫染造型,沿河街与025乡道交叉口南480米,"128.922425,44.475075",[],黑龙江省,牡丹江市,海林市
阿振造型,幸福二区中心区21委,"129.391125,44.572571",15945486055,黑龙江省,牡丹江市,海林市
巧莹美发店,和谐家园北侧110米,"128.922425,44.475525",[],黑龙江省,牡丹江市,海林市
2023形象设计,林海路与子荣街交叉口北60米,"129.390025,44.575125",[],黑龙江省,牡丹江市,海林市
红利理发店,馨怡嘉园二期7幢,"129.393882,44.577532",[],黑龙江省,牡丹江市,海林市
神渼美发(幸福小区三区店),幸福小区三区西北门南90米,"129.391725,44.571020",[],黑龙江省,牡丹江市,海林市
新欧美雅美发工作室(白头山小区三区店),白头山三区东门旁,"129.379198,44.576753",[],黑龙江省,牡丹江市,海林市
博丝美造型,新华街与海烟路交叉口东220米,"129.403370,44.580729",[],黑龙江省,牡丹江市,海林市
泊美造型,林海路与朝阳街交叉口东北100米,"129.392094,44.577095",[],黑龙江省,牡丹江市,海林市
领航造型(新华街店),海烟路468号丽海花园,"129.398840,44.580896",[],黑龙江省,牡丹江市,海林市
精剪坊发艺,阳光丽景小区东侧210米,"128.916782,44.476049",[],黑龙江省,牡丹江市,海林市
梨花造型,长汀镇农贸市场,"128.916656,44.476094",18245321970,黑龙江省,牡丹江市,海林市
鑫鑫美发,山市镇道北,"129.100234,44.580283",[],黑龙江省,牡丹江市,海林市
小云美发,海林镇学府美地小区四号楼,"129.380325,44.579325",[],黑龙江省,牡丹江市,海林市
异彩美发(鑫林小区店),鑫林家园12号楼四门,"129.389806,44.582219",[],黑龙江省,牡丹江市,海林市
美神美发(和平街店),海林镇公司11号楼,"129.391613,44.571644",[],黑龙江省,牡丹江市,海林市
友谊发廊,长汀镇,"128.928970,44.466983",13154533015,黑龙江省,牡丹江市,海林市
超群发艺,海林镇交警大队斜对面,"128.914139,44.477842",[],黑龙江省,牡丹江市,海林市
新奇特美容美发(金洲家园小区店),尚品家园1号楼3单元101室,"129.400756,44.570546",15946357100,黑龙江省,牡丹江市,海林市
名丝专业发艺,海林镇人和大酒店对面,"129.387640,44.570400",[],黑龙江省,牡丹江市,海林市
红云美发,劳动局旁粮食局家属楼下门市,"129.386291,44.568573",[],黑龙江省,牡丹江市,海林市
春艺美发(锦绣家园小区店),锦绣家园小区西南门西北170米,"128.926842,44.469795",13614532581,黑龙江省,牡丹江市,海林市
宏伟理发店,大海林林区基层法院北侧110米,"128.915332,44.479338",[],黑龙江省,牡丹江市,海林市
晓波发型设计,海林镇朝阳街173号银河小区门市,"129.392991,44.576111",[],黑龙江省,牡丹江市,海林市
天堂鸟专业发型设计,新华街与团结路交叉口西80米,"129.389094,44.580871",[],黑龙江省,牡丹江市,海林市
小雪美容会馆,新天地家园东门旁,"129.383286,44.572128",[],黑龙江省,牡丹江市,海林市
初欣美甲美睫工作室,和兴瀚城南门东侧1-4号门市,"129.402321,44.577258",15645371123,黑龙江省,牡丹江市,海林市
染指·美甲美睫工作室,子荣街华联北楼名模发艺二楼,"129.387625,44.574375",15051529316;19297522212,黑龙江省,牡丹江市,海林市
晓莲美甲美睫工作室,柴河林业局广场小区,"129.687094,44.762109",15845310886,黑龙江省,牡丹江市,海林市
瑶芳清颜祛痘专家海林店,和平小区北侧7号楼6号门市,"129.385975,44.575442",13351130789,黑龙江省,牡丹江市,海林市
乙文瘦身(青岛花园步行街店),海林镇青岛花园西门2号乙,"129.386314,44.575002",0453-7333377,黑龙江省,牡丹江市,海林市
豆域祛痘(海烟路店),海烟路468号丽海花园,"129.399337,44.582748",[],黑龙江省,牡丹江市,海林市
梦寐美发设计,八面通镇(运东街与发廊街交叉口),"130.529600,44.921087",[],黑龙江省,牡丹江市,穆棱市
0453时尚造型,北三路与红旗街交叉口西100米,"130.527457,44.921294",18673938888,黑龙江省,牡丹江市,穆棱市
零起点美发,八面通镇宇宙广场,"130.531895,44.916557",[],黑龙江省,牡丹江市,穆棱市
绘蓝美发室,红旗街与北三路交叉口北20米,"130.528732,44.921274",0453-8896777;13303637098,黑龙江省,牡丹江市,穆棱市
简艺造型,八面通镇荟萃楼珠宝南侧100米红旗大街供销大楼东侧第三门市(发廊街)北三路与和平大街交叉口东60米,"130.528611,44.921338",13521891941;18045390693,黑龙江省,牡丹江市,穆棱市
昕雨美业,和平雅居步行街A010门市,"130.524576,44.915523",15764635270,黑龙江省,牡丹江市,穆棱市
小燕子美发,八面通镇幸福大街128号门市,"130.538041,44.914023",15945721116;18745378808,黑龙江省,牡丹江市,穆棱市
阿龙造型(富民小区店),八面通北三路,"130.530425,44.920825",13766639699,黑龙江省,牡丹江市,穆棱市
佳人发型设计,八面通镇八面通南一路安居工程,"130.526350,44.916559",[],黑龙江省,牡丹江市,穆棱市
卓越造型(工农街店),工农街与南二路交叉口北100米,"130.531782,44.916280",[],黑龙江省,牡丹江市,穆棱市
云萍美发,平安小区2期西南门旁,"130.528853,44.913430",[],黑龙江省,牡丹江市,穆棱市
穆棱市绿港美容养生馆,下城子镇政府西50米,"130.455458,44.684000",18249346552,黑龙江省,牡丹江市,穆棱市
刘杨烫染工作室,鑫源居西1门旁,"130.530649,44.915649",18645753855,黑龙江省,牡丹江市,穆棱市
美之炫美容美发,穆棱镇中心委政府2号楼,"130.265123,44.521968",[],黑龙江省,牡丹江市,穆棱市
铁蛋理发,穆棱镇301国道与棱河路交叉口东300米,"130.269244,44.521447",13704608788,黑龙江省,牡丹江市,穆棱市
柒染造型,发廊街同楼对面柒染造型,"130.526696,44.921172",15636370627,黑龙江省,牡丹江市,穆棱市
鑫艺造型,人民大街与宾南路交叉口东南120米,"130.457889,44.685383",[],黑龙江省,牡丹江市,穆棱市
飘艺发屋,301国道与山林城路交叉口北20米,"130.261558,44.525172",13694549809;13694649809,黑龙江省,牡丹江市,穆棱市
米格发型设计(中奥花园店),米格美发,"130.523928,44.921502",[],黑龙江省,牡丹江市,穆棱市
金辉造型设计,北三路与红旗街交叉口西80米,"130.527757,44.921271",13763624446,黑龙江省,牡丹江市,穆棱市
名港专业发型设计(鑫源居店),八面通镇计划生育办一号楼,"130.531008,44.917083",13766656351,黑龙江省,牡丹江市,穆棱市
小角色美发店,八面通镇状元名苑小区对面,"130.528778,44.930188",13946373545,黑龙江省,牡丹江市,穆棱市
洋洋发艺(和平雅居店),八面通镇和平雅居A2栋,"130.524419,44.915634",[],黑龙江省,牡丹江市,穆棱市
鑫剪子美发,农拥小区8号楼,"130.529422,44.916491",[],黑龙江省,牡丹江市,穆棱市
奈斯美业,八面通镇祥瑞家园门市,"130.533324,44.925195",[],黑龙江省,牡丹江市,穆棱市
丝美发艺(中高清华城店),和平大街与化北二胡同交叉口西南180米,"130.526311,44.927005",[],黑龙江省,牡丹江市,穆棱市
小军造型(江南名府店),八面通江南名府院内,"130.525599,44.923934",[],黑龙江省,牡丹江市,穆棱市
剪名堂染烫,八面通镇和平大街江南名府东门北侧20米,"130.526181,44.924514",[],黑龙江省,牡丹江市,穆棱市
鼎尖美发(永圣花园店),永圣花园小区东门北50米,"130.529748,44.920851",[],黑龙江省,牡丹江市,穆棱市
我的头发时尚造型,北三路与红旗街交叉口西60米,"130.527997,44.920938",18545368139,黑龙江省,牡丹江市,穆棱市
炫时尚造型(江南名府店),穆稜市江南名府一号楼3号门市,"130.524104,44.923320",18946344123,黑龙江省,牡丹江市,穆棱市
头领美发洗脸吧,尚品嘉园小吃街头领美发洗脸吧,"130.530808,44.918988",15946371936,黑龙江省,牡丹江市,穆棱市
领秀发艺设计,北三路与红旗街交叉口西40米,"130.528254,44.921222",13359539219,黑龙江省,牡丹江市,穆棱市
荟萃发廊,北三路与和平大街交叉口东60米,"130.526847,44.921036",[],黑龙江省,牡丹江市,穆棱市
王遥造型(永圣花园店),永圣花园,"130.528820,44.920925",[],黑龙江省,牡丹江市,穆棱市
穆棱市拥民发艺店,天马烟酒西面K8拥民发艺,"130.531039,44.920130",15999294337,黑龙江省,牡丹江市,穆棱市
金玉美容美发(和平大街店),八面通镇江南名府斜对过,"130.526498,44.923451",13694641681,黑龙江省,牡丹江市,穆棱市
蓝慧发艺(江南名府店),邮电路与和平大街交叉口西60米,"130.525790,44.924266",[],黑龙江省,牡丹江市,穆棱市
爵士发廊,义和人民大街下城子镇政府东北,"130.457458,44.685126",[],黑龙江省,牡丹江市,穆棱市
金威娜发型室,和平大街216号,"130.525799,44.915895",[],黑龙江省,牡丹江市,穆棱市
金艺烫染造型(金碧园2区店),金碧园二区11栋13号门市,"130.523459,44.916939",13555004280,黑龙江省,牡丹江市,穆棱市
思美发艺,人民大街与仁和路交叉口南20米,"130.457361,44.687086",[],黑龙江省,牡丹江市,穆棱市
港都发艺(府南路店),城南路与人民大街交叉口东60米,"130.457917,44.683884",[],黑龙江省,牡丹江市,穆棱市
喜来宣发廊(万事达名苑店),八面通镇团结路职高家属楼1楼门市,"130.539890,44.912237",[],黑龙江省,牡丹江市,穆棱市
曙光美发(惠民家园店),惠民家园西门北60米,"130.528034,44.915356",13555405140,黑龙江省,牡丹江市,穆棱市
鑫越发艺(惠民家园店),南二路与运东街交叉口西20米,"130.528866,44.915519",[],黑龙江省,牡丹江市,穆棱市
竞美发型设计室(富民小区店),北三路发廊街12号,"130.530501,44.921002",19997598198,黑龙江省,牡丹江市,穆棱市
鹏克时尚造型(永圣花园店),八面通镇北三路中段,"130.529555,44.921159",[],黑龙江省,牡丹江市,穆棱市
老狼发型设计室(尚品嘉园店),八面通镇小吃街尚品嘉园东门门市,"130.530848,44.919155",13149539278,黑龙江省,牡丹江市,穆棱市
冰丽美发,运东街与南一路交叉口北80米,"130.529140,44.917081",[],黑龙江省,牡丹江市,穆棱市
岳红发艺设计(富民小区店),富民小区,"130.530060,44.921056",[],黑龙江省,牡丹江市,穆棱市
美杜莎美业,八面通北三路永圣小区3号楼13号门市,"130.528725,44.921275",18724539600,黑龙江省,牡丹江市,穆棱市
Fadstyle时尚风格美发店,北三路与红旗街交叉口,"130.528747,44.921207",18603630070,黑龙江省,牡丹江市,穆棱市
丝爽美发专业发型设计,北三路与红旗街交叉口西北20米,"130.528439,44.921251",[],黑龙江省,牡丹江市,穆棱市
爱佳美发,穆棱镇政府二号楼0127,"130.265162,44.521904",16534537666,黑龙江省,牡丹江市,穆棱市
椿苗造型美发(鑫源居店),农拥街18附近,"130.530973,44.916852",13045329616,黑龙江省,牡丹江市,穆棱市
鑫雨发艺(绿海小区店),"八面通林业局绿海小区C11,9号门市","130.542802,44.930565",13351631989,黑龙江省,牡丹江市,穆棱市
新尔雅美发(吉祥苑店),吉祥苑南门旁,"130.333510,44.594854",13206898886,黑龙江省,牡丹江市,穆棱市
明星美发,中福路与东林街交叉口西南40米,"130.264282,44.521028",[],黑龙江省,牡丹江市,穆棱市
鑫源发艺,人民大街与仁和路交叉口南40米,"130.457359,44.687047",[],黑龙江省,牡丹江市,穆棱市
美美发艺,仁和路与人民大街交叉口西北20米,"130.456999,44.687443",[],黑龙江省,牡丹江市,穆棱市
爱尚美发造型门店,平安街与兴富路交叉口东北20米,"130.334187,44.595680",[],黑龙江省,牡丹江市,穆棱市
爱萍造型,政府路与中心街交叉口北20米,"130.264308,44.523377",[],黑龙江省,牡丹江市,穆棱市
常来发屋,安民路与西岗街交叉口北100米,"130.261355,44.525825",18714416957,黑龙江省,牡丹江市,穆棱市
茗柳美发,南二路与运东街交叉口东40米,"130.529811,44.915730",[],黑龙江省,牡丹江市,穆棱市
丽人美容美发,中心街与进步路交叉口西80米,"130.540655,44.693265",[],黑龙江省,牡丹江市,穆棱市
洪华美容美发(江南名府店),八面通镇和平大街江南名府1栋31号,"130.525440,44.923260",[],黑龙江省,牡丹江市,穆棱市
英姿美发,安民路与西岗街交叉口北40米,"130.261544,44.525200",15046323656,黑龙江省,牡丹江市,穆棱市
火蝴蝶美发造型(状元名苑店),八面通镇和平大街鸣贵宾楼对面,"130.528928,44.930418",[],黑龙江省,牡丹江市,穆棱市
小影造型(百合花园店),八面通镇百合小区1楼门市(宏宇火锅)对面,"130.524274,44.916631",[],黑龙江省,牡丹江市,穆棱市
金龙美发,穆棱镇林业局玉溪桥D-2号楼,"130.268597,44.520538",13946373399,黑龙江省,牡丹江市,穆棱市
贵族造型,穆林二小西南门旁,"130.253646,44.512944",[],黑龙江省,牡丹江市,穆棱市
凯威美发(祥瑞家园店),八面通镇工农街祥瑞家园8栋,"130.533372,44.925803",[],黑龙江省,牡丹江市,穆棱市
莹影发艺(永圣花园店),运东街与北三路交叉口西南20米,"130.529788,44.920941",[],黑龙江省,牡丹江市,穆棱市
朵朵发艺,龙溪家园北门东210米,"130.253762,44.512915",[],黑龙江省,牡丹江市,穆棱市
峰艺美发,鑫源居西1门南50米,"130.530646,44.915623",18249320327,黑龙江省,牡丹江市,穆棱市
福朋美发,八面通镇中心小区门市29号,"130.528008,44.919509",[],黑龙江省,牡丹江市,穆棱市
滚石美发造型,红旗街与北三路交叉口北40米,"130.528569,44.921389",[],黑龙江省,牡丹江市,穆棱市
她与他美发,和兴路与乡府街交叉口东140米,"130.214925,44.114975",[],黑龙江省,牡丹江市,穆棱市
华洋美发,和兴路与乡府街交叉口东120米,"130.214625,44.115325",[],黑龙江省,牡丹江市,穆棱市
云帆发艺,中心街与进步路交叉口南160米,"130.541475,44.691525",[],黑龙江省,牡丹江市,穆棱市
琪琪美业,人民大街与仁和路交叉口西北60米,"130.457075,44.687775",[],黑龙江省,牡丹江市,穆棱市
丝尚发艺,穆棱镇河北星河小区C5,"130.259058,44.509810",[],黑龙江省,牡丹江市,穆棱市
向阳理发店,龙溪家园,"130.252575,44.513125",[],黑龙江省,牡丹江市,穆棱市
大众理发,团结路与文化街交叉口西南20米,"130.536075,44.912175",[],黑龙江省,牡丹江市,穆棱市
新港造型(琥珀新苑店),八面通镇工农街琥珀新苑4号楼,"130.532154,44.910648",[],黑龙江省,牡丹江市,穆棱市
英英发艺,琥珀新苑一期,"130.531125,44.910425",[],黑龙江省,牡丹江市,穆棱市
丽点造型(绿海小区店),兴林街与林福路交叉口南500米,"130.544493,44.930849",[],黑龙江省,牡丹江市,穆棱市
薇尼造型,工农街456号祥瑞家园,"130.533725,44.925595",[],黑龙江省,牡丹江市,穆棱市
主流造型,和平大街518号江南名府,"130.526375,44.924675",[],黑龙江省,牡丹江市,穆棱市
老乡剪吧,和平大街与化北一胡同交叉口东南20米,"130.528875,44.930125",[],黑龙江省,牡丹江市,穆棱市
绮艺造型店,东风路与西环街交叉口西280米,"130.517225,44.922125",[],黑龙江省,牡丹江市,穆棱市
老三美发中心,雷锋路与206省道交叉口西280米,"130.492556,44.926939",[],黑龙江省,牡丹江市,穆棱市
剪廊美发工作室,山林城路与301国道交叉口西北140米,"130.260828,44.526044",13339434879,黑龙江省,牡丹江市,穆棱市
美发,兴源路与兴富路交叉口西260米,"130.331123,44.594425",[],黑龙江省,牡丹江市,穆棱市
米果美容美发,双宁街与和平路交叉口东40米,"130.258591,44.509962",[],黑龙江省,牡丹江市,穆棱市
丝艺美发,铁路街与铁五胡同交叉口南40米,"130.543745,44.915108",[],黑龙江省,牡丹江市,穆棱市
田杰美发,棱河路与东林街交叉口南20米,"130.265901,44.521397",[],黑龙江省,牡丹江市,穆棱市
菲菲美发,农拥街与北三路交叉口东北20米,"130.531354,44.921008",[],黑龙江省,牡丹江市,穆棱市
审美发艺,中心街与进步路交叉口东南40米,"130.541925,44.692775",[],黑龙江省,牡丹江市,穆棱市
金玲发艺(金碧园店),八面通和平大街94号,"130.526614,44.913241",[],黑龙江省,牡丹江市,穆棱市
潇洒发廊,中心街与棱河路交叉口东40米,"130.265572,44.523409",[],黑龙江省,牡丹江市,穆棱市
百姓美发,穆棱镇,"130.267675,44.516625",[],黑龙江省,牡丹江市,穆棱市
下城子大世界发廊,人民大街与宾南路交叉口西北40米,"130.457030,44.686627",[],黑龙江省,牡丹江市,穆棱市
老狼发艺,棱河路与东林街交叉口西北80米,"130.265106,44.522008",[],黑龙江省,牡丹江市,穆棱市
华威美容美发,安民路与山林城路交叉口南80米,"130.260800,44.526070",0453-8955135;15146300029,黑龙江省,牡丹江市,穆棱市
雅丽美发店,八面通镇育新街实验小学南,"130.540041,44.914802",[],黑龙江省,牡丹江市,穆棱市
红叶美容美发会所,人民大街与仁和路交叉口西北60米,"130.457048,44.687821",[],黑龙江省,牡丹江市,穆棱市
玫瑰美发室,长征路与育新街交叉口东40米,"130.539327,44.917722",[],黑龙江省,牡丹江市,穆棱市
粉黛尔美发(和平雅居店),八面通和平雅居步行街19号,"130.524336,44.915549",[],黑龙江省,牡丹江市,穆棱市
艺美丝发艺,八面通镇和平雅居步行街,"130.524729,44.915305",[],黑龙江省,牡丹江市,穆棱市
鸿雁发艺,八面通镇南二路鑫源居二期,"130.531065,44.915618",[],黑龙江省,牡丹江市,穆棱市
新浪潮美发美容养生,穆棱镇机务段对过,"130.260724,44.526241",[],黑龙江省,牡丹江市,穆棱市
红梅美发(百合花园店),百合花园南门西90米,"130.523135,44.916160",[],黑龙江省,牡丹江市,穆棱市
小世界美妆工作室,中心街与育才路交叉口东北40米,"130.544907,44.692901",[],黑龙江省,牡丹江市,穆棱市
魅尚美甲纹刺工作室,穆棱镇鑫河广场,"130.261503,44.525282",13039712280,黑龙江省,牡丹江市,穆棱市
俏佳人生活美容工作室,平安街与兴富路交叉口东北20米,"130.334163,44.595648",[],黑龙江省,牡丹江市,穆棱市
冯冯的店美甲美睫工作室,穆棱林业局河北利民小区德邦快递附近,"130.257723,44.511521",18745379875,黑龙江省,牡丹江市,穆棱市
萌萌美容工作室,中心街与育才路交叉口东80米,"130.545625,44.692425",[],黑龙江省,牡丹江市,穆棱市
欣喜美甲工作室,北三路与红旗街交叉口西北20米,"130.528436,44.921182",[],黑龙江省,牡丹江市,穆棱市
俪馨雅美容工作室,金碧园北门东60米,"130.527228,44.915464",[],黑龙江省,牡丹江市,穆棱市
小翠美容美甲工作室,棱河路与东林街交叉口南80米,"130.266144,44.520892",[],黑龙江省,牡丹江市,穆棱市
楷模造型·护肤造型(阳明店),御景园小区G8号楼109门市,"129.641906,44.591918",[],黑龙江省,牡丹江市,阳明区
小刚造型,江山如画C3-103门市鲜悦来海鲜批发旁边,"129.661328,44.607094",15561971005,黑龙江省,牡丹江市,阳明区
美缘剪烫品质店,华威小区2、3区东区南门东南90米,"129.636819,44.590330",15344630176,黑龙江省,牡丹江市,阳明区
慕北发艺传奇,阳明一路御景园25号楼下门市1003号,"129.641073,44.594191",18204539870,黑龙江省,牡丹江市,阳明区
丝艺造型(绿苑小区三区店),东平安街125号绿苑小区三区,"129.633857,44.586133",13694536428,黑龙江省,牡丹江市,阳明区
米来美容美发(绿苑小区店),东五条路牡丹街与平安街之间,"129.632177,44.584870",18604535615,黑龙江省,牡丹江市,阳明区
丽人发型印象,机车路7号附近,"129.652284,44.604053",13804810581,黑龙江省,牡丹江市,阳明区
明杰造型,东四小区西北门西140米,"129.629726,44.585441",15904539968,黑龙江省,牡丹江市,阳明区
美约美发沙龙(御景园店),御景园8号楼,"129.641984,44.591968",18045305858,黑龙江省,牡丹江市,阳明区
宇梵造型(润泽园小区店),镇江路10号,"129.659994,44.604512",15846785850,黑龙江省,牡丹江市,阳明区
大勇造型(皇都郦景店),皇都郦景B区18号楼103门市大勇造型,"129.666331,44.614672",18845337723,黑龙江省,牡丹江市,阳明区
刘斌造型工作室,东七条路华威二区一号楼门市,"129.637365,44.589725",18745338807,黑龙江省,牡丹江市,阳明区
鑫淼造型,华为一区1号楼101门市,"129.638658,44.587910",13251539517,黑龙江省,牡丹江市,阳明区
焦点创意发型工作室,阳明三路安居小区三号楼,"129.635830,44.595003",18346336800,黑龙江省,牡丹江市,阳明区
首秀美发烫染(安居小区店),光华街61号,"129.636544,44.595543",13845373933;13845733933,黑龙江省,牡丹江市,阳明区
铂柔造型,阳明四条路51号门市,"129.636077,44.593973",18604638535,黑龙江省,牡丹江市,阳明区
兵媛发型设计(金河湾店),前进街道金河湾小区5号楼110门市,"129.662714,44.611774",13845327047,黑龙江省,牡丹江市,阳明区
悦养丝生态染发(阳明三路店),阳明三路84号,"129.638058,44.593051",15204535851,黑龙江省,牡丹江市,阳明区
迪蓝朵美发美睫(皇都郦景C区店),皇都丽景C区150号门市,"129.662289,44.612101",15945367436,黑龙江省,牡丹江市,阳明区
李木子的美发店,平安街东四条路与东五条路之间道北,"129.630097,44.585633",15545304563,黑龙江省,牡丹江市,阳明区
从头开始专业烫染时尚造型(东六条路店),绿苑小区三区东门旁,"129.634821,44.585958",13845302180,黑龙江省,牡丹江市,阳明区
夏威夷美发专业店,东平安街352号,"129.633644,44.586067",13845393229,黑龙江省,牡丹江市,阳明区
得利发艺发型设计,机车路信大市场楼1号门市,"129.652125,44.601875",13214534778,黑龙江省,牡丹江市,阳明区
精剪坊专业烫染店(大树花园店),大树花园小区1号楼门市110号,"129.664448,44.612428",13766591938,黑龙江省,牡丹江市,阳明区
好多年发艺,机车路30附近,"129.651459,44.604712",13845384510,黑龙江省,牡丹江市,阳明区
美神造型,光华街机车路22号,"129.652827,44.602183",13766619955,黑龙江省,牡丹江市,阳明区
飘雅发型室(绿苑小区三区店),绿苑小区三区北门旁,"129.633258,44.585976",13555008461,黑龙江省,牡丹江市,阳明区
晓松造型,东平安街与东五条路交叉口西60米,"129.630646,44.585771",13304534143,黑龙江省,牡丹江市,阳明区
好再来思缘美业,安居小区东南门旁,"129.636046,44.593969",18714443636,黑龙江省,牡丹江市,阳明区
魅力人生发型工作室,光华街与裕民路交叉口西100米,"129.654275,44.601025",[],黑龙江省,牡丹江市,阳明区
思恩美发造型手机维修,东平安街与东六条路交叉口东北160米处春城御园小区3号楼门市431-B室,"129.636725,44.587525",[],黑龙江省,牡丹江市,阳明区
港星发艺,机车东一路与前进二道街交叉口南120米,"129.651089,44.607088",13514549707,黑龙江省,牡丹江市,阳明区
薄伟发屋,机车路蓝鸟生鲜超市对面2号楼,"129.651343,44.604824",[],黑龙江省,牡丹江市,阳明区
艺歌造型(中德·紫金城店),中德·紫金城5栋,"129.645336,44.591101",[],黑龙江省,牡丹江市,阳明区
素色美发沙龙(中德·紫金城店),阳明新路17号,"129.645475,44.591175",[],黑龙江省,牡丹江市,阳明区
敏君造型(大树花园店),大树花园西北2门西南210米,"129.665591,44.613792",13514505548,黑龙江省,牡丹江市,阳明区
小冬造型(安居小区店),安居小区东南门旁,"129.635975,44.594075",[],黑龙江省,牡丹江市,阳明区
名港发型设计(安全路店),铁岭河幸福小区一号楼1号门市,"129.682484,44.593268",[],黑龙江省,牡丹江市,阳明区
佳鑫美容美发,金河湾小区2号楼105室,"129.664413,44.612006",13125932555,黑龙江省,牡丹江市,阳明区
大美美发,阳明二条路与阳明十二道街交叉口西北40米,"129.638215,44.595585",[],黑龙江省,牡丹江市,阳明区
姐妹美发(大树花园店),大树花园2号楼门市,"129.664914,44.612221",[],黑龙江省,牡丹江市,阳明区
轩·造型(润泽园小区店),润泽园42号门市,"129.660215,44.605434",[],黑龙江省,牡丹江市,阳明区
美登高艺术发型,铁岭河市场北门旁,"129.682738,44.593780",15846771602,黑龙江省,牡丹江市,阳明区
姐妹发艺造型,阳明街道机车驾校雅典娜歌厅对面,"129.652217,44.603503",13766597965,黑龙江省,牡丹江市,阳明区
欣感觉专业美发(华威小区2区店),华威小区2、3区东南门旁,"129.639073,44.589163",13704533063,黑龙江省,牡丹江市,阳明区
创艺美发工作室(东七条路店),东七条路华威二区15号楼110门市,"129.636641,44.590483",18346338238;18745338807,黑龙江省,牡丹江市,阳明区
阿雷造型,安康小区,"129.636552,44.593232",[],黑龙江省,牡丹江市,阳明区
海蓝蓝美发(皇都郦景B区店),皇都郦景东南门东60米,"129.664635,44.613938",15804530265,黑龙江省,牡丹江市,阳明区
风剪云专业美发,安居小区西南门东北50米,"129.635725,44.594525",[],黑龙江省,牡丹江市,阳明区
玫瑰园发廊(恒丰苑店),恒丰小区东3门旁,"129.652501,44.598396",[],黑龙江省,牡丹江市,阳明区
淼淼美发店,裕民路67号,"129.657298,44.603005",[],黑龙江省,牡丹江市,阳明区
美格发型设计(御景园店),中房小区北门旁,"129.640428,44.591422",[],黑龙江省,牡丹江市,阳明区
发艺空间烫染店,阳明一路御景园小区26号,"129.641577,44.593822",[],黑龙江省,牡丹江市,阳明区
首艺造型,磨刀石镇委西侧80米,"129.868060,44.563543",[],黑龙江省,牡丹江市,阳明区
致美造型(中德·紫金城店),中德·紫金城,"129.644543,44.591145",[],黑龙江省,牡丹江市,阳明区
新概念美发(安居小区店),阳明三路安居小区4号楼,"129.636951,44.594868",[],黑龙江省,牡丹江市,阳明区
剪艺专业美发(御景园店),阳明三路御景园三号楼下,"129.639629,44.591842",13644538575,黑龙江省,牡丹江市,阳明区
百姓理发,机车西一路恒丰六号楼,"129.651307,44.602518",[],黑龙江省,牡丹江市,阳明区
左右造型(机车西一路店),信大小区2号楼,"129.651731,44.601913",15845301120,黑龙江省,牡丹江市,阳明区
鑫洋洋发廊,前进街道33号楼2单元101室,"129.654567,44.605387",[],黑龙江省,牡丹江市,阳明区
明星发型设计(安全路店),铁岭河市场北门旁,"129.682593,44.593265",[],黑龙江省,牡丹江市,阳明区
综艺发廊,桦林橡胶厂街道桦林镇橡胶厂市场一条街,"129.684993,44.686757",13514583506,黑龙江省,牡丹江市,阳明区
艺玫美发,机车路4-84,"129.651610,44.604550",13624536940,黑龙江省,牡丹江市,阳明区
林美斯美容美发,御景园,"129.640975,44.593625",[],黑龙江省,牡丹江市,阳明区
小不点美发,铁岭街与邮电路交叉口西北60米,"129.686269,44.593001",[],黑龙江省,牡丹江市,阳明区
博奕造型(安居小区店),安居小区,"129.635888,44.594289",[],黑龙江省,牡丹江市,阳明区
蔚蓝造型(盛世华庭店),盛世华庭,"129.644756,44.597716",[],黑龙江省,牡丹江市,阳明区
老中青美发,桦林大街与004乡道交叉口西400米,"129.687434,44.686904",13694685576,黑龙江省,牡丹江市,阳明区
阿伟发型设计(机车路店),机车路6附近,"129.651926,44.603996",[],黑龙江省,牡丹江市,阳明区
发名廊,桦林大街与004乡道交叉口西400米,"129.687706,44.687065",13845397706;13945397786,黑龙江省,牡丹江市,阳明区
